anomaly_id,date,entity,metric,method,expected_value,actual_value,anomaly_score,severity
transport_cost|Isolation Forest|Regional Express Co.|2015-06-13 00:00:00|5772,2015-06-13,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.96,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2016-03-29 00:00:00|153370,2016-03-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.33,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-19 00:00:00|36372,2016-02-19,National Freight Partners,transport_cost,Isolation Forest,64.0,284.26,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2016-04-23 00:00:00|101558,2016-04-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.93,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-21 00:00:00|117286,2015-08-21,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.35,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-08 00:00:00|102133,2015-12-08,National Freight Partners,transport_cost,Isolation Forest,64.0,284.38,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-17 00:00:00|176938,2016-09-17,National Freight Partners,transport_cost,Isolation Forest,64.0,283.67,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-14 00:00:00|101146,2016-05-14,National Freight Partners,transport_cost,Isolation Forest,64.0,284.36,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-06 00:00:00|178970,2015-04-06,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.38,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-25 00:00:00|110942,2017-01-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.1,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-03 00:00:00|29193,2016-06-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.86,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-11 00:00:00|44395,2016-01-11,National Freight Partners,transport_cost,Isolation Forest,64.0,283.88,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2016-10-01 00:00:00|176811,2016-10-01,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.38,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2015-06-28 00:00:00|44693,2015-06-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.78,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-14 00:00:00|69265,2015-07-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.43,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-30 00:00:00|138485,2017-03-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.45,0.7562145489747049,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-28 00:00:00|44714,2017-02-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,284.14,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2015-09-11 00:00:00|97208,2015-09-11,National Freight Partners,transport_cost,Isolation Forest,64.0,284.43,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2017-08-16 00:00:00|11392,2017-08-16,National Freight Partners,transport_cost,Isolation Forest,64.0,284.24,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2015-09-15 00:00:00|69200,2015-09-15,National Freight Partners,transport_cost,Isolation Forest,64.0,283.84,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-01 00:00:00|76627,2015-02-01,National Freight Partners,transport_cost,Isolation Forest,64.0,283.76,0.7562145489747049,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-27 00:00:00|44355,2015-03-27,National Freight Partners,transport_cost,Isolation Forest,64.0,283.57,0.7557030776063858,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-30 00:00:00|18074,2016-05-30,National Freight Partners,transport_cost,Isolation Forest,64.0,283.56,0.7557030776063858,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-17 00:00:00|97200,2015-07-17,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.37,0.7557030776063858,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-14 00:00:00|48176,2017-02-14,National Freight Partners,transport_cost,Isolation Forest,64.0,283.61,0.7557030776063858,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-19 00:00:00|18019,2017-02-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.53,0.7557030776063858,High
transport_cost|Isolation Forest|Regional Express Co.|2017-04-04 00:00:00|138397,2017-04-04,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.36,0.7557030776063858,High
transport_cost|Isolation Forest|Regional Express Co.|2015-05-22 00:00:00|61740,2015-05-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.35,0.7557030776063858,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-18 00:00:00|169139,2015-08-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.58,0.7557030776063858,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-28 00:00:00|71656,2017-01-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.48,0.7557030776063858,High
inventory_change|Isolation Forest|Ras Al Khaimah Distribution Center|2015-05-19 00:00:00|135,2015-05-19,Ras Al Khaimah Distribution Center,inventory_change,Isolation Forest,0.0,28.0,0.7547664576111739,High
inventory_change|Isolation Forest|Ras Al Khaimah Distribution Center|2017-01-02 00:00:00|729,2017-01-02,Ras Al Khaimah Distribution Center,inventory_change,Isolation Forest,0.0,28.0,0.7547664576111739,High
inventory_change|Isolation Forest|Ras Al Khaimah Distribution Center|2016-04-30 00:00:00|482,2016-04-30,Ras Al Khaimah Distribution Center,inventory_change,Isolation Forest,0.0,28.0,0.7547664576111739,High
inventory_change|Isolation Forest|Abu Dhabi Distribution Center|2015-12-04 00:00:00|336,2015-12-04,Abu Dhabi Distribution Center,inventory_change,Isolation Forest,-52.0,1355.0,0.7541707381905985,High
inventory_change|Isolation Forest|Ras Al Khaimah Distribution Center|2018-04-02 00:00:00|1184,2018-04-02,Ras Al Khaimah Distribution Center,inventory_change,Isolation Forest,0.0,-11.0,0.7538800252181543,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-30 00:00:00|44764,2016-09-30,National Freight Partners,transport_cost,Isolation Forest,64.0,282.57,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-19 00:00:00|122386,2016-09-19,National Freight Partners,transport_cost,Isolation Forest,64.0,283.17,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-14 00:00:00|79546,2016-05-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.59,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-08 00:00:00|79672,2016-05-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.27,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-07-07 00:00:00|104885,2017-07-07,National Freight Partners,transport_cost,Isolation Forest,64.0,281.8,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-15 00:00:00|137677,2017-05-15,National Freight Partners,transport_cost,Isolation Forest,64.0,279.56,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-03-20 00:00:00|125023,2015-03-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.94,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-11-15 00:00:00|112305,2016-11-15,National Freight Partners,transport_cost,Isolation Forest,64.0,280.67,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-30 00:00:00|125109,2017-05-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.41,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-08-17 00:00:00|103883,2015-08-17,National Freight Partners,transport_cost,Isolation Forest,64.0,281.32,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-12-20 00:00:00|44650,2016-12-20,National Freight Partners,transport_cost,Isolation Forest,64.0,282.44,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-10-14 00:00:00|125126,2016-10-14,National Freight Partners,transport_cost,Isolation Forest,64.0,282.95,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-31 00:00:00|54736,2017-05-31,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.95,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-10-23 00:00:00|112747,2016-10-23,National Freight Partners,transport_cost,Isolation Forest,64.0,283.25,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-21 00:00:00|48196,2016-02-21,National Freight Partners,transport_cost,Isolation Forest,64.0,282.46,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-10 00:00:00|117323,2017-03-10,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.0,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-03-29 00:00:00|48197,2016-03-29,National Freight Partners,transport_cost,Isolation Forest,64.0,282.62,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-08 00:00:00|136744,2017-07-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.47,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-16 00:00:00|97382,2016-07-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.99,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-24 00:00:00|44628,2016-07-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.01,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-25 00:00:00|52088,2017-07-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.57,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-30 00:00:00|48261,2016-09-30,National Freight Partners,transport_cost,Isolation Forest,64.0,282.9,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-04-20 00:00:00|101624,2016-04-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.86,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-11-02 00:00:00|102716,2015-11-02,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.22,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-09 00:00:00|97367,2017-02-09,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.52,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-22 00:00:00|48055,2015-12-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.19,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-02-25 00:00:00|113903,2015-02-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.75,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-05 00:00:00|71792,2015-03-05,National Freight Partners,transport_cost,Isolation Forest,64.0,282.64,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-03-24 00:00:00|140338,2016-03-24,National Freight Partners,transport_cost,Isolation Forest,64.0,282.53,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-06-24 00:00:00|71701,2015-06-24,National Freight Partners,transport_cost,Isolation Forest,64.0,280.59,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-15 00:00:00|71681,2016-05-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.87,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-13 00:00:00|44759,2016-05-13,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.68,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-01 00:00:00|71634,2016-05-01,National Freight Partners,transport_cost,Isolation Forest,64.0,281.26,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-24 00:00:00|71632,2016-07-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.66,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-08-29 00:00:00|47867,2017-08-29,National Freight Partners,transport_cost,Isolation Forest,64.0,281.64,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-08-14 00:00:00|71481,2015-08-14,National Freight Partners,transport_cost,Isolation Forest,64.0,281.87,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-11-14 00:00:00|117731,2016-11-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.64,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-11-28 00:00:00|73569,2016-11-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.88,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-07-24 00:00:00|117577,2016-07-24,National Freight Partners,transport_cost,Isolation Forest,64.0,282.99,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-11-10 00:00:00|71457,2016-11-10,National Freight Partners,transport_cost,Isolation Forest,64.0,283.03,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-22 00:00:00|122215,2015-03-22,National Freight Partners,transport_cost,Isolation Forest,64.0,281.31,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-11 00:00:00|141768,2016-05-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.43,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-11-03 00:00:00|122238,2015-11-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.87,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-19 00:00:00|136578,2017-07-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.16,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-16 00:00:00|69137,2015-08-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.85,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-03 00:00:00|47982,2017-03-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.93,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-07-27 00:00:00|117494,2016-07-27,National Freight Partners,transport_cost,Isolation Forest,64.0,280.55,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-08-29 00:00:00|77773,2017-08-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.23,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-15 00:00:00|105829,2017-05-15,National Freight Partners,transport_cost,Isolation Forest,64.0,280.82,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-01-29 00:00:00|63916,2015-01-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.01,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-03-27 00:00:00|117408,2015-03-27,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.99,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-11 00:00:00|117400,2015-02-11,National Freight Partners,transport_cost,Isolation Forest,64.0,281.24,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-06-21 00:00:00|78994,2016-06-21,National Freight Partners,transport_cost,Isolation Forest,64.0,282.54,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-11-04 00:00:00|102687,2015-11-04,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.33,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-13 00:00:00|4055,2016-01-13,National Freight Partners,transport_cost,Isolation Forest,64.0,279.65,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-06-16 00:00:00|165859,2017-06-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.54,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-08-05 00:00:00|39144,2016-08-05,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.26,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-21 00:00:00|11388,2016-02-21,National Freight Partners,transport_cost,Isolation Forest,64.0,279.5,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-08-05 00:00:00|39211,2016-08-05,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.14,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-07-16 00:00:00|29329,2016-07-16,National Freight Partners,transport_cost,Isolation Forest,64.0,279.83,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-09-20 00:00:00|176800,2016-09-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.82,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-24 00:00:00|18032,2015-07-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.25,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-11-02 00:00:00|176809,2015-11-02,National Freight Partners,transport_cost,Isolation Forest,64.0,282.66,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-09 00:00:00|18043,2015-04-09,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.71,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-11-15 00:00:00|11325,2017-11-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.22,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-21 00:00:00|157323,2015-07-21,National Freight Partners,transport_cost,Isolation Forest,64.0,282.53,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-11 00:00:00|11302,2015-02-11,National Freight Partners,transport_cost,Isolation Forest,64.0,283.27,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-06-02 00:00:00|157438,2015-06-02,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.21,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-25 00:00:00|176904,2015-03-25,National Freight Partners,transport_cost,Isolation Forest,64.0,281.91,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-17 00:00:00|16222,2016-06-17,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.48,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-05 00:00:00|5695,2016-01-05,National Freight Partners,transport_cost,Isolation Forest,64.0,280.18,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-09-15 00:00:00|157491,2015-09-15,National Freight Partners,transport_cost,Isolation Forest,64.0,282.25,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-03-16 00:00:00|153613,2016-03-16,National Freight Partners,transport_cost,Isolation Forest,64.0,281.34,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-10 00:00:00|169084,2015-04-10,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.42,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-23 00:00:00|29313,2016-01-23,National Freight Partners,transport_cost,Isolation Forest,64.0,281.59,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-05-29 00:00:00|29308,2015-05-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.3,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-05 00:00:00|18020,2015-12-05,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.77,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-09-13 00:00:00|44166,2017-09-13,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.67,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-11-26 00:00:00|176651,2016-11-26,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.23,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-27 00:00:00|157402,2017-01-27,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.46,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-01 00:00:00|152823,2016-05-01,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.91,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-11-22 00:00:00|29207,2016-11-22,National Freight Partners,transport_cost,Isolation Forest,64.0,281.86,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-08 00:00:00|157337,2017-02-08,National Freight Partners,transport_cost,Isolation Forest,64.0,279.8,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-02-11 00:00:00|16084,2016-02-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.56,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-03 00:00:00|16058,2017-02-03,National Freight Partners,transport_cost,Isolation Forest,64.0,280.04,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-06 00:00:00|172848,2016-08-06,National Freight Partners,transport_cost,Isolation Forest,64.0,280.77,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-24 00:00:00|29305,2017-05-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.95,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-11 00:00:00|152669,2016-05-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.88,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-11-30 00:00:00|16248,2015-11-30,National Freight Partners,transport_cost,Isolation Forest,64.0,279.4,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-18 00:00:00|172798,2016-07-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.25,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-05-03 00:00:00|172784,2015-05-03,National Freight Partners,transport_cost,Isolation Forest,64.0,281.36,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-27 00:00:00|15986,2016-09-27,National Freight Partners,transport_cost,Isolation Forest,64.0,279.78,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-10-14 00:00:00|44224,2015-10-14,National Freight Partners,transport_cost,Isolation Forest,64.0,283.01,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-28 00:00:00|176740,2017-02-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.8,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-02-02 00:00:00|4044,2015-02-02,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.97,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-15 00:00:00|176916,2015-02-15,National Freight Partners,transport_cost,Isolation Forest,64.0,280.11,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-11 00:00:00|177050,2016-05-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.17,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-12-01 00:00:00|157268,2017-12-01,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.69,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-01-27 00:00:00|36288,2017-01-27,National Freight Partners,transport_cost,Isolation Forest,64.0,283.23,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-14 00:00:00|19958,2015-07-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.31,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-01-04 00:00:00|165828,2017-01-04,National Freight Partners,transport_cost,Isolation Forest,64.0,280.37,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-05-26 00:00:00|169017,2015-05-26,National Freight Partners,transport_cost,Isolation Forest,64.0,280.78,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-09-04 00:00:00|19929,2017-09-04,National Freight Partners,transport_cost,Isolation Forest,64.0,280.93,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-10 00:00:00|169045,2015-12-10,National Freight Partners,transport_cost,Isolation Forest,64.0,279.87,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-21 00:00:00|179880,2016-02-21,National Freight Partners,transport_cost,Isolation Forest,64.0,282.56,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-08-27 00:00:00|36190,2017-08-27,National Freight Partners,transport_cost,Isolation Forest,64.0,280.29,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2015-11-16 00:00:00|142315,2015-11-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.89,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2017-04-05 00:00:00|157236,2017-04-05,National Freight Partners,transport_cost,Isolation Forest,64.0,280.25,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-12-15 00:00:00|133,2016-12-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.87,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-22 00:00:00|36196,2017-07-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.59,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-30 00:00:00|16221,2016-05-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.5,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2017-11-15 00:00:00|157285,2017-11-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,282.58,0.7531509051499187,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-08 00:00:00|177062,2016-06-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,280.91,0.7531509051499187,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-15 00:00:00|98861,2016-09-15,National Freight Partners,transport_cost,Isolation Forest,64.0,283.3,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2015-08-25 00:00:00|176645,2015-08-25,National Freight Partners,transport_cost,Isolation Forest,64.0,281.15,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2016-01-05 00:00:00|132661,2016-01-05,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.29,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2016-06-29 00:00:00|48083,2016-06-29,National Freight Partners,transport_cost,Isolation Forest,64.0,283.32,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-12 00:00:00|44512,2017-01-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.38,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2017-01-14 00:00:00|117508,2017-01-14,National Freight Partners,transport_cost,Isolation Forest,64.0,281.13,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2016-01-11 00:00:00|150889,2016-01-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.36,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-28 00:00:00|36199,2015-08-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.19,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-11 00:00:00|157444,2015-03-11,National Freight Partners,transport_cost,Isolation Forest,64.0,281.03,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2015-10-29 00:00:00|117796,2015-10-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.0,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2015-02-09 00:00:00|114186,2015-02-09,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.18,0.7526415059000232,High
